SourceRow,StageNumber,TimeSinceStartOfTest_s,TimeSinceStartOfStage_s,ShearStrain_pct,q_kPa,p_eff_kPa,PorePressure_kPa,ExcessPorePressure_kPa,VoidRatioUnshifted,VoidRatioCorrected,AxialStrainRate_pct_min,ShearStrainBeforeCompliance_pct,qBeforeCompliance_kPa,pEffBeforeCompliance_kPa,PlotValid
1,8,442500,0,0,0.476423034928189,400.258807678309,612.9,0,0.953411614037484,1.03941161403748,0.00503253692514816,0,0.476423034928189,400.258807678309,1
2,8,442506,6,0,0.592415584852347,400.197471861617,613,0.100000000000023,0.953411614037484,1.03941161403748,0.00453480226177582,0,0.592415584852347,400.197471861617,1
3,8,442512,12,0,0.766404409738584,400.45546813658,612.8,-0.100000000000023,0.953411614037484,1.03941161403748,0.00435428642805986,0,0.766404409738584,400.45546813658,1
4,8,442518,18,-0.00416993311427239,1.00078275617091,400.333594252057,613,0.100000000000023,0.953411614037484,1.03941161403748,0.0045849959011143,-0.00416993311427239,1.00078275617091,400.333594252057,1
5,8,442524,24,0,1.23037460943522,400.610124869812,612.8,-0.100000000000023,0.953411614037484,1.03941161403748,0.00441669588004423,0,1.23037460943522,400.610124869812,1
6,8,442530,30,0,1.75234108409393,400.484113694698,613.1,0.200000000000045,0.953411614037484,1.03941161403748,0.00461119587767114,0,1.75234108409393,400.484113694698,1
7,8,442536,36,0,2.62228520852523,400.474095069508,613.4,0.5,0.953411614037484,1.03941161403748,0.00480174116189427,0,2.62228520852523,400.474095069508,1
8,8,442542,42,0,3.2602442331081,400.386748077703,613.7,0.800000000000068,0.953411614037484,1.03941161403748,0.0046346855118653,0,3.2602442331081,400.386748077703,1
9,8,442548,48,0,3.95619953265316,400.418733177551,613.9,1,0.953411614037484,1.03941161403748,0.00447619938820651,0,3.95619953265316,400.418733177551,1
10,8,442554,54,0,4.65215483219811,400.350718277399,614.2,1.30000000000007,0.953411614037484,1.03941161403748,0.00432570647774095,0,4.65215483219811,400.350718277399,1
11,8,442560,60,0.00416993311427331,5.34553550471833,400.281845168239,614.5,1.60000000000002,0.953411614037484,1.03941161403748,0.00418267811682969,0.00416993311427331,5.34553550471833,400.281845168239,1
12,8,442566,66,0.00416993311427331,6.09945563994904,400.733151879983,614.3,1.39999999999998,0.953411614037484,1.03941161403748,0.00438291356903807,0.00416993311427331,6.09945563994904,400.733151879983,1
13,8,442572,72,0.00416993311427331,6.79538191862355,400.365127306208,614.9,2,0.953411614037484,1.03941161403748,0.00457900539741025,0.00416993311427331,6.79538191862355,400.365127306208,1
14,8,442578,78,0.00416993311427331,7.54930205385426,400.616434017951,614.9,2,0.953411614037484,1.03941161403748,0.00443475749552612,0.00416993311427331,7.54930205385426,400.616434017951,1
15,8,442584,84,0.0083398662285457,8.18454134705996,400.42818044902,615.3,2.39999999999998,0.953411614037484,1.03941161403748,0.00429722044987732,0.0083398662285457,8.18454134705996,400.42818044902,1
16,8,442590,90,0.00416993311427331,8.94115461120327,400.580384870401,615.4,2.5,0.953411614037484,1.03941161403748,0.0044818883377675,0.00416993311427331,8.94115461120327,400.580384870401,1
17,8,442596,96,0.0083398662285457,9.63432730081831,400.511442433606,615.7,2.80000000000007,0.953411614037484,1.03941161403748,0.00466304805201542,0.0083398662285457,9.63432730081831,400.511442433606,1
18,8,442602,102,0.0083398662285457,10.3302245586224,400.843408186207,615.6,2.70000000000005,0.953411614037484,1.03941161403748,0.00452486057632066,0.0083398662285457,10.3302245586224,400.843408186207,1
19,8,442608,108,0.0083398662285457,10.9681303782761,400.856043459425,615.8,2.89999999999998,0.953411614037484,1.03941161403748,0.00439272642581162,0.0083398662285457,10.9681303782761,400.856043459425,1
20,8,442614,114,0.0125097993428181,11.6032003830704,401.067733461024,615.8,2.89999999999998,0.953411614037484,1.03941161403748,0.00456414948012213,0.0125097993428181,11.6032003830704,401.067733461024,1
21,8,442620,120,0.0125097993428181,12.299068620004,400.999689540001,616.1,3.20000000000005,0.953411614037484,1.03941161403748,0.00473256340381158,0.0125097993428181,12.299068620004,400.999689540001,1
22,8,442626,126,0.0125097993428181,12.9949368569374,400.631645618979,616.7,3.80000000000007,0.953411614037484,1.03941161403748,0.00460016430860681,0.0125097993428181,12.9949368569374,400.631645618979,1
23,8,442632,132,0.0125097993428181,13.6908050938708,400.663601697957,616.9,4,0.953411614037484,1.03941161403748,0.00447324486115731,0.0125097993428181,13.6908050938708,400.663601697957,1
